mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_64464,CC1(O)COCOC1=O,2.27112,1.74852,1.33115,3.2795,63.61,-0.2728,-0.0037,0.269,1004.9842,0.135537,-496.130851,-496.122463,-496.121519,-496.164017,31.473,-1654.4218309191,-1664.26681962,-1673.749735628,-1538.581786992
gdb_91094,CC1OC2C3NC3CC12,2.68428,1.65096,1.53219,2.6592,77.23,-0.2336,0.0668,0.3004,990.2578,0.173457,-403.11742,-403.110015,-403.109071,-403.148957,30.206,-1906.731904657,-1919.860647955,-1931.122551978,-1770.273170008
gdb_80967,CC1N2CC1(O)C2C=O,2.30956,1.45791,1.26661,3.8935,74.04,-0.2493,-0.0337,0.2156,1093.8243,0.145938,-439.009336,-439.000631,-438.999686,-439.04253,32.694,-1702.5749890521,-1713.110237653,-1723.185522157,-1580.270974916
gdb_29008,Cc1c(nccn1)C=O,3.05307,1.55102,1.03496,2.3554,77.19,-0.2531,-0.0837,0.1694,1082.0483,0.113361,-416.87287,-416.865212,-416.864267,-416.905235,28.015,-1605.355647191,-1613.882239483,-1622.178535972,-1502.535787505
gdb_4989,c1cc(c(nc1)O)O,3.41755,2.36642,1.39824,0.333,63.29,-0.218,-0.0141,0.2039,810.5025,0.097891,-398.671774,-398.66546,-398.664516,-398.701938,24.823,-1395.2850867701,-1402.8773181611,-1409.988877658,-1306.948762313
gdb_85083,OC1CC(=O)C(O)C=C1,2.2862,1.60168,1.39139,4.8884,69.21,-0.2304,-0.0362,0.1942,1008.3343,0.13624,-458.976927,-458.968753,-458.967809,-459.009741,31.465,-1694.5089883661,-1704.488891502,-1713.97180751,-1578.704084943
gdb_26847,Cc1ccc(=O)[nH]c1C,2.9224,1.37735,0.94717,4.7518,84.68,-0.2038,-0.0333,0.1704,1223.0035,0.148302,-402.036872,-402.028003,-402.027059,-402.071387,32.351,-1856.5299296391,-1866.9628942731,-1877.038806286,-1735.3108785641
gdb_79033,OC1C2C3C4CC4C2C13,4.64318,1.31643,1.25783,1.6742,77.68,-0.2459,0.0752,0.3211,1038.7658,0.161753,-385.823394,-385.816677,-385.815733,-385.854048,28.756,-1871.1747346811,-1883.8472789361,-1894.516186954,-1741.15549739
gdb_11079,OC1C2(O)CCC12O,2.22228,2.15983,1.88041,0.4288,60.82,-0.2272,0.0654,0.2926,838.6859,0.128676,-420.829988,-420.821826,-420.820882,-420.861885,30.902,-1506.1514943631,-1515.249747354,-1524.140294866,-1398.898283592
gdb_25637,CC#Cc1cc[nH]c1O,3.67672,0.96575,0.76852,1.0244,85.44,-0.1795,0.0362,0.2157,1446.9783,0.124221,-400.768745,-400.759683,-400.758739,-400.803796,32.625,-1688.6204439101,-1697.1551938191,-1706.045113822,-1581.108699431
gdb_15823,C1CN1C(=O)CCO,5.18888,1.03176,0.89582,1.7821,66.23,-0.2478,0.0059,0.2537,1264.0569,0.140775,-400.989929,-400.981066,-400.980121,-401.024567,30.46,-1594.2449728371,-1603.7918947631,-1613.274810771,-1481.974200102
gdb_126769,CCn1c(cc(n1)N)O,2.55296,1.34427,0.94062,2.2912,76.23,-0.1903,0.0543,0.2445,1257.0322,0.148359,-435.289764,-435.280441,-435.279497,-435.32434,34.257,-1717.670973065,-1727.817793595,-1737.893705608,-1595.873986201
gdb_63758,CC1(C)CC2C(C#C)C12,2.87304,1.3518,1.12915,0.8079,88.71,-0.2423,0.0488,0.2912,1175.6924,0.18089,-349.898857,-349.889753,-349.888809,-349.931828,36.231,-2054.8616791971,-2067.8140924661,-2079.668992494,-1913.1814421591
gdb_77647,OC1C2(O)CCC12C#C,2.18335,1.42354,1.29634,1.8782,77.3,-0.2202,0.0342,0.2544,1092.1637,0.133605,-421.757098,-421.74815,-421.747206,-421.790183,34.372,-1693.240165168,-1702.735003847,-1712.217919855,-1577.861340356
gdb_63607,CC1(C)CN1C(=N)C#N,2.44303,1.32948,1.07208,3.2431,80.49,-0.2587,-0.0523,0.2064,1191.826,0.146122,-398.125903,-398.116434,-398.11549,-398.160216,34.48,-1751.522573579,-1761.5784053041,-1771.654317317,-1629.81657552
gdb_28106,Cc1cc2c([nH]1)nco2,5.27815,1.27922,1.03632,2.1593,75.73,-0.1937,0.0032,0.1969,1097.3357,0.115241,-416.853519,-416.846317,-416.845373,-416.885164,27.358,-1593.212720532,-1602.0254569281,-1610.322380926,-1489.941054366
gdb_130598,c1c2n(nn1)C=CC2=O,3.71949,1.70871,1.17084,2.6708,69.1,-0.2756,-0.1146,0.161,928.4692,0.080231,-431.674631,-431.668577,-431.667633,-431.705217,23.048,-1332.69733911,-1339.564170097,-1346.08210608,-1248.509476652
gdb_103838,COC1(C)CC1C(C)C,2.45561,1.02237,0.96776,1.1141,90.03,-0.2438,0.0867,0.3304,1468.1664,0.225701,-389.481537,-389.47028,-389.469336,-389.517583,41.621,-2283.1375307261,-2298.2925005851,-2312.519384633,-2116.388936647
gdb_12561,CC1CCCCOC1,2.93686,1.77019,1.21709,1.233,77.86,-0.2419,0.0811,0.323,1066.0702,0.202261,-350.215076,-350.206749,-350.205805,-350.247743,31.987,-2020.1215259391,-2034.4488114271,-2046.897334969,-1873.7506591261
gdb_112207,OCC1CC(=O)C11CO1,2.58247,1.25698,0.92975,4.1817,69.89,-0.2441,-0.0392,0.2048,1234.2438,0.133596,-458.933349,-458.924474,-458.92353,-458.967514,32.074,-1667.1634011641,-1676.703420491,-1686.186336499,-1552.2062624
gdb_54261,CC(=O)C1(CCCC1)O,2.83286,1.23971,1.11467,1.9464,78.19,-0.2329,-0.0135,0.2194,1212.4784,0.181425,-424.265143,-424.255469,-424.254525,-424.300538,35.858,-2011.3577352451,-2023.9512133661,-2035.806113394,-1870.686532679
gdb_130347,NC1COC2=C1ON=C2,3.07541,1.63161,1.16016,2.0963,67.3,-0.2228,-0.0191,0.2038,1008.197,0.11513,-453.905942,-453.898759,-453.897814,-453.937965,27.096,-1489.432772076,-1498.256803634,-1506.553100123,-1386.14228064
gdb_52587,CC#CC(C#C)C1CO1,2.50542,1.00709,0.79363,1.5845,82.76,-0.2495,0.0337,0.2831,1479.4582,0.132209,-384.59825,-384.588184,-384.58724,-384.63536,34.692,-1730.2374682991,-1739.0313794251,-1748.514295433,-1617.6403908841
gdb_104082,COC1(C)CC=CC1=O,2.35299,1.57439,1.30222,2.5473,77.77,-0.2233,-0.0503,0.173,1079.5279,0.157945,-423.052253,-423.043142,-423.042198,-423.086259,33.711,-1878.1099641491,-1889.2796243491,-1899.948532367,-1749.938113354
gdb_27188,CC1=C2C3CC3N2C=C1,3.14833,1.63302,1.21163,1.5871,84.01,-0.1946,0.0241,0.2187,1050.3478,0.149231,-364.785965,-364.778492,-364.777548,-364.817983,29.332,-1835.759381739,-1847.0689764461,-1857.144888459,-1713.2294643631
gdb_24158,c1c(nco1)CN2CC2,5.27314,0.92528,0.84392,1.1895,73.64,-0.2374,0.0078,0.2452,1349.3021,0.137522,-418.00019,-417.992485,-417.99154,-418.033511,28.336,-1684.907473157,-1695.181678014,-1704.663966513,-1569.316550303
gdb_88586,CC1C(C)C1C1CN1C,2.5707,1.12263,0.93105,1.324,90.6,-0.2148,0.0787,0.2935,1407.9782,0.216093,-368.369085,-368.358639,-368.357695,-368.404761,38.66,-2200.644570077,-2215.4198969911,-2229.053785034,-2040.2971953071
gdb_4130,CC(=NO)C1CC1O,3.24462,1.53269,1.22454,1.9277,68.61,-0.2297,-0.0006,0.2292,1020.2299,0.139953,-400.944721,-400.935966,-400.935021,-400.978794,31.886,-1565.876545965,-1575.491238863,-1584.974154871,-1453.251230645
gdb_33481,C#CC1(CN2CC12)C#C,2.22983,1.72572,1.16672,1.073,80.35,-0.2423,0.0209,0.2631,1068.1801,0.122166,-363.483863,-363.475537,-363.474593,-363.516492,32.23,-1646.530277735,-1655.527501777,-1664.41742178,-1537.7547301301
gdb_131077,c1c([nH]nn1)COC=O,4.87068,0.86399,0.77693,5.2732,64.59,-0.27,-0.022,0.248,1368.7362,0.101568,-470.011853,-470.003899,-470.002955,-470.046684,27.052,-1407.2887064311,-1414.7397482971,-1422.44367629,-1312.1376342341
gdb_93506,CC1CNC(=O)NC1C,2.34922,1.47332,1.09591,4.1842,78.93,-0.2341,0.0561,0.2902,1187.7874,0.184606,-420.471549,-420.462335,-420.46139,-420.505223,35.099,-1980.00424806,-1992.885752812,-2004.740025331,-1837.892912339
gdb_58430,CC(C)C1(O)C2CC1C2,2.76407,1.29556,1.2489,1.3602,85.44,-0.2562,0.0699,0.3261,1185.3971,0.205195,-388.241875,-388.232616,-388.231671,-388.275435,36.773,-2133.090088682,-2147.7217160351,-2160.761980564,-1978.1524690011
gdb_70803,CC12CC3(C)N1C2C3=O,2.93744,1.56929,1.23758,3.1003,76.85,-0.2419,-0.0086,0.2333,1058.746,0.14644,-401.927461,-401.919126,-401.918182,-401.959962,31.84,-1787.87354244,-1798.6415968801,-1808.717508893,-1665.3906882391
gdb_113114,OCC1CC(CC=O)O1,3.41619,0.80462,0.71188,2.7877,72.82,-0.2517,-0.0284,0.2233,1575.1272,0.15735,-460.148333,-460.138792,-460.137848,-460.184575,33.478,-1801.7251761061,-1812.6243799271,-1823.2932879451,-1674.7004117631
gdb_99737,CC(C)C(CO)C(C)=O,1.71128,1.3397,1.03712,1.7175,81.95,-0.2386,-0.0137,0.225,1346.9657,0.202299,-425.448105,-425.436671,-425.435727,-425.484887,40.893,-2125.8254169891,-2139.0915847581,-2152.132476796,-1972.6536076341
gdb_22995,CC(O)C1CCC1=NO,2.18962,1.30296,0.99977,1.2473,78.9,-0.2494,0.0002,0.2496,1273.2218,0.169107,-440.235874,-440.226175,-440.225231,-440.270592,36.165,-1844.3870029801,-1856.0756131231,-1867.337517146,-1709.6683507881
gdb_9025,NC(C#N)C#CC#C,4.79688,0.92677,0.80113,4.3702,76.69,-0.2621,-0.0425,0.2196,1321.5223,0.082526,-340.323028,-340.314673,-340.313729,-340.356209,29.245,-1301.191367238,-1306.614927525,-1313.133491017,-1221.637658745
gdb_17079,C1CC(C1)OC2CC2,5.67395,1.13544,1.01849,0.9809,75.79,-0.2367,0.0827,0.3194,1204.2886,0.177041,-348.969268,-348.961221,-348.960277,-349.002462,30.323,-1866.217413581,-1878.9432961011,-1890.205827633,-1733.548205783
gdb_47758,N=C1OCCOC1C#N,2.03863,1.8147,1.3286,4.0623,66.91,-0.2843,-0.0182,0.2661,998.9534,0.113747,-453.948368,-453.940417,-453.939473,-453.981758,28.512,-1516.0554689101,-1524.3975735561,-1532.694497554,-1413.622782277
gdb_20266,C1C2C3OC2C2C3N12,4.16988,2.81129,2.49919,1.1729,61.25,-0.2253,0.077,0.3023,621.9286,0.122851,-362.611505,-362.606749,-362.605805,-362.640055,20.8,-1493.7989796981,-1504.146603108,-1512.444154615,-1391.334917615
gdb_59422,CC(C)C1CC11COC1,3.30188,0.97588,0.89434,1.9778,85.89,-0.2387,0.0669,0.3056,1430.6633,0.204808,-388.255681,-388.245984,-388.24504,-388.290398,36.461,-2141.753477936,-2156.1102563471,-2169.151148385,-1987.5418861681
gdb_41111,C1CC23C=CC4C(C24)C13,3.40403,1.89793,1.53009,0.3993,82.99,-0.2112,0.0163,0.2275,911.1162,0.162094,-348.706334,-348.699995,-348.69905,-348.736486,27.888,-1934.3943839041,-1947.3047540701,-1957.973034579,-1804.3161607671
gdb_47616,O=C1OCOC2COC12,2.43431,2.03086,1.21926,4.8347,60.75,-0.2601,-0.0124,0.2477,963.736,0.113836,-494.898657,-494.891537,-494.890593,-494.931088,26.167,-1509.0606260871,-1517.9241907121,-1526.2211147101,-1406.130324817
gdb_68329,CC12CC(O1)C2CC=O,3.48656,0.97114,0.87487,2.9241,77.46,-0.2454,-0.0203,0.2251,1362.2504,0.156791,-422.973733,-422.964884,-422.96394,-423.008022,32.713,-1828.8379574691,-1840.172025027,-1850.840933045,-1700.843691721
gdb_91568,CN1CC2CC12CC#N,2.86451,1.28844,1.05957,4.0148,79.84,-0.2215,0.0306,0.2521,1180.6853,0.159097,-382.039661,-382.030897,-382.029953,-382.073389,32.739,-1846.0091137451,-1857.396519568,-1868.065427586,-1717.5586489541
gdb_63832,CC1(C)CC2CC(=O)N12,2.62104,1.58756,1.24261,3.5327,79.23,-0.2347,-0.0005,0.2342,1085.9715,0.170132,-403.152657,-403.144048,-403.143103,-403.18547,33.561,-1928.8434392901,-1941.2166617521,-1952.477938266,-1793.1854061251
gdb_95512,CC1COC=NC1(C)C,2.1905,1.63274,1.3673,1.9288,82.0,-0.2432,0.0297,0.2729,1100.4534,0.194489,-404.3739,-404.364719,-404.363775,-404.407051,35.906,-2067.332793063,-2081.124185865,-2093.572081898,-1918.515896168
gdb_36566,C#CC(OCC#N)C#N,2.6925,0.95109,0.73349,3.9261,70.28,-0.3088,-0.0434,0.2653,1432.3032,0.086222,-415.560107,-415.550886,-415.549942,-415.595326,31.177,-1409.4366697381,-1415.205359975,-1422.316291963,-1321.77868251
gdb_61594,OC(CC1CO1)C1CO1,3.32809,0.85086,0.7572,2.8452,72.17,-0.2617,0.0592,0.3209,1524.4554,0.157051,-460.104916,-460.095492,-460.094547,-460.140382,33.649,-1774.4806178531,-1785.4532402271,-1796.121520736,-1646.968906526
gdb_32463,c1c(c(c(o1)O)N)CO,3.17556,1.1661,0.86921,1.8592,67.87,-0.1891,0.0286,0.2177,1261.5413,0.123754,-475.029258,-475.020033,-475.019088,-475.063382,33.256,-1578.7429905011,-1587.174201425,-1596.063493919,-1470.137497835
gdb_84734,CN1C=CC=CNC1=O,2.64913,1.71543,1.09546,1.9328,79.37,-0.1959,-0.0253,0.1706,1080.6657,0.138123,-418.05697,-418.048784,-418.04784,-418.089946,30.552,-1720.537434177,-1730.5098072051,-1739.992723213,-1604.730020718
gdb_9751,OCC1(O)CC=CC1,3.49628,1.61947,1.49307,2.2533,68.15,-0.2356,0.0291,0.2647,925.1977,0.153709,-384.946682,-384.938661,-384.937717,-384.978944,30.736,-1715.7112624581,-1726.675727215,-1736.752266737,-1595.572154372
gdb_9996,O=CCC(C=O)C#C,2.76139,1.35879,0.94905,2.9901,65.42,-0.2616,-0.0521,0.2095,1143.474,0.102481,-382.514963,-382.505971,-382.505027,-382.550239,29.885,-1445.4889443151,-1452.2898868571,-1459.994442359,-1353.983071899
gdb_37515,O1C2C3C1C1OC3OC21,3.43581,2.22064,1.94925,0.8994,60.44,-0.2399,0.0651,0.305,738.9444,0.11684,-457.728693,-457.72378,-457.722836,-457.757811,21.9,-1539.0825391741,-1549.331643671,-1557.628567669,-1434.329324259
gdb_65982,CC1(CNC1=O)N1CC1,2.27747,1.56456,1.42554,2.5693,75.93,-0.2201,0.0292,0.2493,1047.459,0.158923,-419.19681,-419.18789,-419.186946,-419.230347,33.251,-1807.9456728231,-1819.234559733,-1829.903467751,-1679.119330141
gdb_125233,Cc1cc(=O)c(no1)C,3.20156,1.36695,0.96939,2.6587,76.49,-0.2428,-0.0572,0.1856,1184.5131,0.122776,-437.902876,-437.89437,-437.893426,-437.936094,31.052,-1636.1130008261,-1644.99601823,-1653.885938233,-1527.1950086781
gdb_108344,COC12CCC1C1OC21,2.77181,1.58792,1.30437,1.0772,74.29,-0.2412,0.0717,0.313,1043.3005,0.158344,-422.949432,-422.941383,-422.940439,-422.981846,31.28,-1813.5888612601,-1825.4249360181,-1836.093844036,-1684.4180161371
gdb_83270,CC1C2CC(C)COC12,3.01314,1.20487,1.08558,1.2965,85.56,-0.2378,0.0818,0.3196,1264.8551,0.207017,-388.285858,-388.276839,-388.275895,-388.319419,35.06,-2160.6898170291,-2175.4720465421,-2188.51293858,-2005.7528248571
gdb_52695,CC#CC(C)CC(N)=O,3.71722,0.67023,0.61884,3.4892,85.19,-0.2367,0.0297,0.2664,1855.2051,0.167853,-403.171042,-403.159545,-403.158601,-403.210509,38.988,-1940.3801922551,-1950.9411687251,-1962.203072748,-1808.8976039761
gdb_125688,Cc1c(n[nH]n1)CC=O,2.97952,1.2274,0.9488,2.0309,71.38,-0.2488,-0.0342,0.2146,1202.1127,0.12441,-434.090081,-434.08136,-434.080416,-434.125024,30.066,-1592.710713332,-1601.458188792,-1610.348108795,-1484.514984043
gdb_128774,COCc1cnoc1N,3.56441,1.08175,0.85486,4.3278,72.49,-0.2091,0.0142,0.2233,1320.5665,0.136113,-455.128374,-455.119594,-455.11865,-455.162313,31.702,-1628.6682340501,-1638.2672392231,-1647.7501552311,-1513.209088086
gdb_80811,NC1C2CC1(C#N)C2O,1.98891,1.65756,1.24013,4.4056,74.69,-0.2435,0.0248,0.2683,1075.2399,0.136907,-417.960419,-417.952102,-417.951158,-417.993007,32.11,-1659.950812718,-1669.8409820671,-1679.323898075,-1543.899925767
gdb_56324,CC(=O)NCCOC=O,2.43691,0.97833,0.80779,2.7239,69.92,-0.2575,0.0061,0.2636,1446.105,0.145365,-476.279946,-476.269545,-476.268601,-476.31833,34.511,-1735.709346779,-1745.179712607,-1755.25562462,-1616.406080681
gdb_15139,C1CC1OCCC=O,8.31793,0.71874,0.70151,2.7598,70.38,-0.2532,-0.0258,0.2275,1582.9228,0.151226,-384.920701,-384.911775,-384.910831,-384.955857,30.696,-1699.4079511291,-1709.804520241,-1719.881059763,-1581.084854089
gdb_95860,CC1OCCC(O1)C#N,2.4848,1.42574,1.14252,2.7159,71.86,-0.2773,0.014,0.2913,1128.7612,0.148257,-439.107203,-439.098837,-439.097893,-439.140148,31.442,-1763.9874123551,-1774.735386507,-1784.81129852,-1641.527148478
gdb_53034,CC#CC12CC3OC1C23,5.36763,0.88904,0.8477,1.8109,83.95,-0.2174,0.0398,0.2572,1399.9509,0.13506,-384.598309,-384.590137,-384.589193,-384.632694,30.215,-1730.27449133,-1740.2569045021,-1749.73982051,-1615.9674518901
gdb_93184,CC1CNC(=O)C(=O)C1,2.85378,1.31866,0.93744,6.1424,73.67,-0.2379,-0.058,0.1799,1229.3791,0.148405,-439.145545,-439.136976,-439.136032,-439.179072,31.94,-1788.0473624331,-1798.667952258,-1808.743864271,-1665.952308794
gdb_9215,CNC(=O)NCC=O,7.73288,0.81439,0.7721,4.51,64.69,-0.2459,-0.0257,0.2201,1430.2377,0.128603,-417.100446,-417.090943,-417.089999,-417.136042,31.424,-1514.991213646,-1523.247349559,-1532.137897071,-1409.6989685
gdb_24184,c1c2ncncn2cn1,4.249,1.75503,1.24202,2.2818,73.41,-0.2273,-0.0695,0.1579,899.6552,0.094125,-411.850355,-411.844637,-411.843693,-411.880422,22.568,-1430.694792131,-1438.661018886,-1445.771950874,-1339.443688369
gdb_89878,CC1CC2(CC2C=O)C1,3.47137,0.88776,0.81014,3.6065,85.89,-0.2421,-0.0144,0.2277,1495.6321,0.181112,-387.084963,-387.075759,-387.074815,-387.11932,34.65,-2034.9690163881,-2047.8580512481,-2059.712951276,-1893.9024831521
gdb_24774,N=C1C=C2CCN2C=N1,4.19059,1.3795,1.05172,6.7157,82.67,-0.1987,-0.0192,0.1795,1093.4135,0.127728,-396.944802,-396.937668,-396.936724,-396.976859,27.08,-1638.222686084,-1647.966645836,-1656.856565839,-1528.471989493
gdb_47795,N=C1OCOCC2CN12,2.40866,1.93698,1.3435,2.9279,69.86,-0.2465,0.0039,0.2505,967.8157,0.137953,-455.11054,-455.103234,-455.10229,-455.142491,28.426,-1617.4772385441,-1628.001191983,-1637.484107991,-1500.770604688
gdb_7731,C1C(=O)NC(=O)CO1,3.46307,1.99509,1.30844,1.7614,55.9,-0.2692,-0.0359,0.2333,856.2898,0.096947,-435.800529,-435.793889,-435.792945,-435.831692,24.287,-1339.4041553021,-1346.79119125,-1353.902750747,-1251.438688664
gdb_39701,C1CC11C2C3C4C2C1N34,4.28059,1.55402,1.50724,1.7912,78.44,-0.2248,0.0817,0.3065,930.5192,0.149593,-364.701166,-364.694854,-364.693909,-364.731564,26.912,-1782.5472460481,-1794.5853787041,-1804.660663208,-1659.0007640921
gdb_127470,Cc1c(n(nc1N)C)C,2.33918,1.57765,0.96085,1.9742,84.71,-0.1886,0.039,0.2276,1252.4238,0.170636,-399.366414,-399.356079,-399.355135,-399.401909,36.499,-1902.102770764,-1913.392285183,-1924.654189206,-1767.767526571
gdb_40347,C1OC1C12C3CN1CC23,3.55679,1.36406,1.31219,2.4599,75.72,-0.2304,0.0772,0.3075,1037.1828,0.148993,-401.842399,-401.835253,-401.834309,-401.87433,28.083,-1734.4963718821,-1746.0105345231,-1756.086446536,-1611.6558375511
gdb_61758,CC(C)(C)C(O)CC=O,2.69589,0.90451,0.81876,3.2815,82.62,-0.2425,-0.0198,0.2228,1526.7751,0.201416,-425.44202,-425.430737,-425.429793,-425.478576,41.283,-2122.0070247241,-2135.3679463521,-2148.4088383901,-1968.693398335
gdb_18419,O=C1CN2C(C#C)C12,3.57514,1.86666,1.57538,1.9265,64.61,-0.2484,-0.0324,0.216,815.6393,0.09423,-361.390312,-361.383497,-361.382553,-361.421354,25.799,-1355.341001375,-1362.619478266,-1369.731037763,-1267.811653492
gdb_112905,CCC1CC(C)CC1O,2.9574,1.05096,0.94777,1.2964,88.39,-0.2594,0.066,0.3254,1421.9559,0.229268,-389.516543,-389.506307,-389.505363,-389.551991,38.887,-2305.1041107801,-2320.8997673281,-2335.126651376,-2137.9802663191
gdb_132909,CC1=NC(=N)OC=C1F,3.07864,1.42784,0.98133,3.6243,70.43,-0.2319,-0.0694,0.1625,1107.684,0.099652,-477.992862,-477.985028,-477.984084,-478.025729,28.778,-1447.416024454,-1454.942994909,-1462.646922902,-1351.427855251
gdb_104165,CC1COC(C)(CO)O1,2.94821,1.12855,1.08636,2.5853,74.51,-0.2449,0.0793,0.3242,1257.8162,0.180965,-461.375775,-461.36611,-461.365166,-461.410343,36.147,-1944.1044581701,-1956.702956363,-1968.557856391,-1802.6582819891
gdb_77578,CC12NC1C1(CN1)C2O,2.80627,1.41982,1.22266,3.9289,76.42,-0.225,0.0688,0.2937,1103.9722,0.159191,-419.132136,-419.123532,-419.122588,-419.165103,33.246,-1767.362155757,-1778.8493355111,-1789.518243529,-1638.178132945
gdb_117350,COCC(=N)OC(C)C,2.56827,0.97983,0.81515,2.4075,80.35,-0.253,0.0231,0.276,1529.4004,0.191275,-441.483481,-441.472482,-441.471537,-441.520653,38.706,-1999.420004029,-2012.0699579601,-2024.517226484,-1852.870297151
gdb_68982,CC12CCC1(CC#N)N2,3.27064,1.09239,0.95444,4.9679,80.69,-0.2356,0.0281,0.2637,1280.0894,0.159126,-382.050693,-382.041793,-382.040849,-382.084633,33.238,-1852.9317930331,-1864.2338576321,-1874.90276565,-1724.6143601501
gdb_49098,C#CC1=C(CCC1)C=O,1.95981,1.59357,0.89685,3.3507,88.62,-0.2445,-0.0728,0.1718,1254.9334,0.135179,-384.696235,-384.687628,-384.686683,-384.729705,31.727,-1791.7239376641,-1801.433384421,-1810.91567292,-1676.842727489
gdb_17990,N#CC1NC2CCC12,4.19074,1.68516,1.45456,4.6807,68.34,-0.2446,0.0154,0.2601,880.8613,0.132508,-342.75497,-342.748109,-342.747165,-342.786235,26.163,-1571.553619888,-1581.468889597,-1590.359437109,-1464.055680607
gdb_84092,CC1C=C(C)C(O)C1O,2.32159,1.46069,1.10609,2.4787,80.48,-0.2491,0.0081,0.2572,1195.5619,0.182049,-424.245082,-424.235558,-424.234614,-424.278887,36.452,-1998.7692771961,-2011.4568816671,-2023.3117816951,-1857.1003353201
gdb_129534,c1c(nno1)OC(=O)N,5.2922,1.05661,0.88079,4.65,57.16,-0.2602,-0.0415,0.2186,1185.2423,0.076811,-505.951048,-505.943188,-505.942244,-505.98469,27.188,-1232.7997888371,-1238.532083552,-1245.050019535,-1150.017546539
gdb_42744,O=C1C2NC(C=C2)C1=O,2.56283,2.01314,1.50842,3.6207,67.13,-0.2117,-0.0744,0.1373,871.2719,0.102919,-436.690943,-436.684375,-436.683431,-436.72194,25.738,-1503.465755843,-1511.7877802011,-1519.491708194,-1406.5250279781
gdb_64555,OC1(C=O)C2CC1C2=O,2.90176,1.52754,1.14401,1.4687,66.72,-0.2515,-0.0557,0.1958,1026.5576,0.111162,-457.730299,-457.72267,-457.721726,-457.762453,29.248,-1540.0903186281,-1548.635108681,-1556.932032679,-1437.242221037
gdb_24662,C1NC1C1=NC=NC=C1,4.59477,1.14644,0.98182,2.7687,77.76,-0.2476,-0.0351,0.2125,1175.5991,0.128011,-396.955022,-396.947962,-396.947018,-396.987062,26.656,-1644.635828064,-1654.4262234821,-1663.316143485,-1534.87446382
gdb_40283,C1CCCC2(CC1)CC2,2.38198,1.44339,1.10837,0.1552,91.54,-0.2588,0.0745,0.3334,1243.0294,0.232172,-352.364384,-352.355618,-352.354674,-352.397495,35.468,-2346.298821612,-2363.0175438991,-2377.244427947,-2177.96451229
gdb_25780,Cc1cc(oc1)C(=O)N,4.36849,1.03912,0.84383,3.4694,75.53,-0.2304,-0.0253,0.2051,1321.767,0.124004,-437.960412,-437.95138,-437.950435,-437.995242,31.771,-1672.2173586501,-1680.77030632,-1689.659598814,-1564.3109110101
gdb_18531,OCCC1CC2CC12,5.33449,1.02785,0.97056,1.4642,74.7,-0.2518,0.0813,0.3331,1249.0283,0.177539,-348.967284,-348.959044,-348.9581,-349.000289,30.959,-1864.972435725,-1877.5772090081,-1888.83974054,-1732.184628726
gdb_128709,COc1nc(on1)C#N,7.28028,0.92652,0.82623,4.0378,65.26,-0.2893,-0.0885,0.2008,1281.2458,0.077722,-468.797984,-468.790366,-468.789421,-468.830616,26.275,-1273.426604024,-1279.311383426,-1285.8286919,-1190.266601308
gdb_576,N#CCC1CO1,12.33614,2.01791,1.85819,4.8091,46.97,-0.2893,0.0256,0.3149,629.6714,0.084551,-285.2779,-285.272042,-285.271098,-285.307635,19.788,-1092.497561563,-1098.598204061,-1104.525026566,-1022.402296227
gdb_43475,O=C1[CH-]C(=O)C2CC1[NH2+]2,2.61559,1.72169,1.24931,8.2953,74.76,-0.1904,-0.0064,0.184,989.3015,0.127371,-437.865832,-437.858956,-437.858012,-437.897054,27.486,-1612.8675574301,-1622.773414504,-1631.663334507,-1502.6970573181
gdb_44884,O=C1NC2CC1C21CC1,2.93725,1.57079,1.36064,3.7825,76.06,-0.2351,0.0206,0.2557,1002.197,0.149711,-401.939602,-401.932465,-401.93152,-401.970904,29.277,-1795.492129209,-1807.011939431,-1817.087223935,-1672.2568917171
gdb_14232,CC1C2CC3(C)C2N13,3.70099,1.87627,1.78309,1.4789,74.87,-0.2297,0.0959,0.3255,866.0634,0.165838,-327.871509,-327.864138,-327.863194,-327.902561,29.252,-1792.9444426691,-1805.2059685291,-1815.875504056,-1665.5645082321
